Topic,Title,Abstract,KeyWords
Software Engineering,Authorship Attribution of Source Code: A Language-Agnostic Approach and Applicability in Software Engineering,"Authorship attribution (i.e., determining who is the author of a piece of source code) is an established research topic. State-of-theart results for the authorship attribution problem look promising for the software engineering field, where they could be applied to detect plagiarized code and prevent legal issues. With this article, we first introduce a new language-agnostic approach to authorship attribution of source code. Then, we discuss limitations of existing synthetic datasets for authorship attribution, and propose a data collection approach that delivers datasets that better reflect aspects important for potential practical use in software engineering. Finally, we demonstrate that high accuracy of authorship attribution models on existing datasets drastically drops when they are evaluated on more realistic data. We outline next steps for the design and evaluation of authorship attribution models that could bring the research efforts closer to practical use for software engineering.","Copyrights, Machine learning, Methods of data collection, Software process, Software maintenance, Security"
Software Engineering,The realist approach for evaluation of computational intelligence in software engineering,Secured software development must employ a security mindset across software engineering practices. Software security must be considered during the requirements phase so that it is included throughout the development phase. Do the requirements gathering team get the proper input from the technical team? This paper unearths some of the data sources buried within software development phases and describes the potential approaches to understand them. Concepts such as machine learning and deep learning are explored to understand the data sources and explore how these learnings can be provided to the requirements gathering team. This knowledge system will help bring objectivity in the conversations between the requirements gathering team and the customer’s business team. A literature review is also done to secure requirements management and identify the possible gaps in providing future research direction to enhance our understanding. Feature engineering in the landscape of software development is explored to understand the data sources. Experts ofer their insight on the root cause of the lack of security focus in requirements gathering practices. The core theme is statistical modeling of all the software artifacts that hold information related to the software development life cycle. Strengthening of some traditional methods like threat modeling is also a key area explored. Subjectivity involved in these approaches can be made more objective.,Software engineering · Data science · Computational intelligence · Software requirements management · Threat modeling
Software Engineering,A Procedure and Guidelines for Analyzing Groups of Software Engineering Replications,"Researchers from different groups and institutions are collaborating on building groups of experiments by means of replication (i.e., conducting groups of replications). Disparate aggregation techniques are being applied to analyze groups of replications. The application of unsuitable techniques to aggregate replication results may undermine the potential of groups of replications to provide in-depth insights from experiment results. Objectives: Provide an analysis procedure with a set of embedded guidelines to aggregate software engineering (SE) replication results. Method: We compare the characteristics of groups of replications for SE and other mature experimental disciplines such as medicine and pharmacology. In view of their differences, the limitations with regard to the joint data analysis of groups of SE replications and the guidelines provided in mature experimental disciplines to analyze groups of replications, we build an analysis procedure with a set of embedded guidelines specifically tailored to the analysis of groups of SE replications. We apply the proposed analysis procedure to a representative group of SE replications to illustrate its use. Results: All the information contained within the raw data should be leveraged during the aggregation of replication results. The analysis procedure that we propose encourages the use of stratified individual participant data and aggregated data in tandem to analyze groups of SE replications. Conclusion: The aggregation techniques used to analyze groups of replications should be justified in research articles. This will increase the reliability and transparency of joint results. The proposed guidelines should ease this endeavor.","Replication, Statistical Analysis, Aggregated Data, Individual Participant Data, Narrative Synthesis."
Software Engineering,ndustry-Academia Research Collaboration in Software Engineering: The Certus Model,"Context: Research collaborations between software engineering industry and academia can provide significant benefits to both sides, including improved in- novation capacity for industry, and real-world environment for motivating and validating research ideas. However, building scalable and effective research col- laborations in software engineering is known to be challenging. While such challenges can be varied and many, in this paper we focus on the challenges of achieving participative knowledge creation supported by active dialog between industry and academia and continuous commitment to joint problem solving. Objective: This paper aims to understand what are the elements of a suc- cessful industry-academia collaboration that enable the culture of participative knowledge creation. Method: We conducted participant observation collecting qualitative data spanning 8 years of collaborative research between a software engineering research group on software V&V and the Norwegian IT sector. The collected data was analyzed and synthesized into a practical collaboration model, named the Certus Model. Results: The model is structured in seven phases, describing activities from setting up research projects to the exploitation of re- search results. As such, the Certus model advances other collaborations models from literature by delineating different phases covering the complete life cycle of participative research knowledge creation. Conclusion: The Certus model de- scribes the elements of a research collaboration process between researchers and practitioners in software engineering, grounded on the principles of research knowledge co-creation and continuous commitment to joint problem solving. The model can be applied and tested in other contexts where it may be adapted to the local context through experimentation.","Software engineering, Industry-academia collaboration, Research collaboration, Research knowledge co-creation, Collaboration model"
Software Engineering,PLS-SEM for Software Engineering Research: An Introduction and Survey,"Software Engineering (SE) researchers are increasingly paying attention to organizational and human factors. Rather than focusing only on variables that can be directly measured, such as lines of code, SE research studies now also consider unobservable variables, such as organizational culture and trust. To measure such latent variables, SE scholars have adopted Partial Least Squares Structural Equation Modeling (PLS-SEM), which is one member of the larger SEM family of statistical analysis techniques. As the SE field is facing the introduction of new methods such as PLS-SEM, a key issue is that not much is known about how to evaluate such studies. To help SE researchers learn about PLS-SEM, we draw on the latest methodological literature on PLS-SEM to synthesize an introduction. Further, we conducted a survey of PLS-SEM studies in the SE literature and evaluated those based on recommended guidelines.","Partial least squares, structural equation modeling, research methodology, critical review , software engineering "
Software Engineering,Explainable AI for Software Engineering,"The success of software engineering projects largely depends on complex decision-making. For example, which tasks should a developer do first, who should perform this task, is the software of high quality, is a software system reliable and resilient enough to deploy, etc. However, erroneous decisionmaking for these complex questions is costly in terms of money and reputation. Thus, Artificial Intelligence/Machine Learning (AI/ML) techniques have been widely used in software engineering for developing software analytics tools and techniques to improve decision-making, developer productivity, and software quality. However, the predictions of such AI/ML models for software engineering are still not practical (i.e., coarse-grained), not explainable, and not actionable. These concerns often hinder the adoption of AI/ML models in software engineering practices. In addition, many recent studies still focus on improving the accuracy, while a few of them focus on improving explainability. Are we moving in the right direction? How can we better improve the SE community (both research and education)? In this tutorial, we first provide a concise yet essential introduction to the most important aspects of Explainable AI and a hands-on tutorial of Explainable AI tools and techniques. Then, we introduce the fundamental knowledge of defect prediction (an example application of AI for Software Engineering). Finally, we demonstrate three successful case studies on how Explainable AI techniques can be used to address the aforementioned challenges by making the predictions of software defect prediction models more practical, explainable, and actionable. The materials are available at https://xai4se.github.io","Explainable AI, Software Engineering"
Software Engineering,Novel Triplex Procedure for Ranking the Ability of Software Engineering Students Based on Two levels of AHP and Group TOPSIS Techniques,"Ranking the strengths and weaknesses of software engineering students in software development life cycle (SDLC) process level is a challenging task owing to (1) data variation, (2) multievaluation criteria, (3) criterion importance and (4) alternative member importance. According to the existing literature, no specified procedure can rank the ability of software engineering students based on SDLC process levels to figure out the strengths and weaknesses of each student. This study aims to present a novel triplex procedure for ranking the ability of software engineering students to address the literature gap. The methodology of the proposed work is presented on the basis of three phases. In the identification phase, four steps are implemented, namely, processing dataset, identifying the criteria, distributing the courses to the software engineering body of knowledge and proposing the pre-decision matrix (DM). The data comprise the GPA and soft skills from 60 software engineering students who graduated from Universiti Pendidikan Sultan Idris in 2016. In the pre-processing phase, three steps are involved as follows. Analytic hierarchy process (AHP) is first used to assign weights to the courses and then multiply the assigned weight by courses, which is the first procedure in the proposed work. In this phase, the construction of DM is presented based on multimeasurement criteria (GPA and soft skills), with SDLC process levels as alternatives. In the development phase, AHP is used again to weight the multimeasurement criteria, and this is the second procedure. In such case, the coordinator and head of the software engineering department are consulted to obtain subjective judgments for each criterion. Technique for order performance by similarity to ideal solution (TOPSIS) is then used to rank the students, which is the third procedure. In the validation, statistical analysis is performed to validate the results by checking the accuracy of the systematic ranking. Results show that (1) integrating AHP and group TOPSIS is suitable for ranking the ability of students. (2) The 60 students are categorized into five ranking groups based on their strength level: 14 collector requirements, 13 designers, 5 programmers, 13 testers and 15 maintenances. (3) Significant differences are observed between the groups’ scores for each level of SDLC, indicating that the ranking results are identical for all levels.",Multi criteria decision-making techniques measurement criteria AHP TOPSIS software engineering students
Software Engineering,Mobile App Privacy in Software Engineering Research: A Systematic Mapping Study,"Mobile applications (apps) have become deeply personal, constantly demanding access to privacy-sensitive information in exchange for more personalized user experiences. Such privacy-invading practices have generated major multidimensional and unconventional privacy concerns among app users. To address these concerns, the research on mobile app privacy has experienced rapid growth over the past decade. In general, this line of research is aimed at systematically exposing the privacy practices of apps and proposing solutions to protect the privacy of mobile app users. In this survey paper, we conduct a systematic mapping study of 54 Software Engineering (SE) primary studies on mobile app privacy. Our objectives are to a) explore trends in SE app privacy research, b) categorize existing evidence, and c) identify potential directions for future research. Our results show that existing literature can be divided into four main categories: privacy policy, requirements, user perspective, and leak detection. Furthermore, our survey reveals an imbalance between these categories— majority of existing research focuses on proposing tools for detecting privacy leaks, with less studies targeting privacy requirements and policy and even less on user perspective. Finally, our survey exposes several gaps in existing research and suggests areas for improvement","Privacy, mobile application, systematic mapping study"
Software Engineering,BERT-Based Sentiment Analysis: A Software Engineering Perspective,"Sentiment analysis can provide a suitable lead for the tools used in software engineering along with the API recommendation sys- tems and relevant libraries to be used. In this context, the existing tools like SentiCR, SentiStrength-SE, etc. exhibited low f1-scores that com- pletely defeats the purpose of deployment of such strategies, thereby there is enough scope for performance improvement. Recent advance- ments show that transformer based pre-trained models (e.g., BERT, RoBERTa, ALBERT, etc.) have displayed better results in the text classi- fication task. Following this context, the present research explores differ- ent BERT-based models to analyze the sentences in GitHub comments, Jira comments, and Stack Overflow posts. The paper presents three dif- ferent strategies to analyse BERT based model for sentiment analysis, where in the first strategy the BERT based pre-trained models are fine- tuned; in the second strategy an ensemble model is developed from BERT variants, and in the third strategy a compressed model (Distil BERT) is used. The experimental results show that the BERT based ensemble ap- proach and the compressed BERT model attain improvements by 6-12% over prevailing tools for the F1 measure on all three datasets.",Sentiment analysis · Transformer · Deep learning · Software engineering · BERT
Software Engineering,Understanding and Improving Artifact Sharing in Software Engineering Research,"In recent years, many software engineering researchers have begun to include artifacts alongside their research papers. Ideally, artifacts, including tools, benchmarks, and data, support the dissemination of ideas, provide evidence for research claims, and serve as a starting point for future research. However, in practice, artifacts suffer from a variety of issues that prevent the realization of their full potential. To help the software engineering community realize the full potential of ar- tifacts, we seek to understand the challenges involved in the creation, sharing, and use of artifacts. To that end, we perform a mixed-methods study including a survey of artifacts in software engineering publications, and an online survey of 153 software engineering researchers. By analyzing the perspectives of artifact creators, users, and reviewers, we identify several high-level challenges that affect the quality of artifacts including mismatched expectations between these groups, and a lack of sufficient reward for both creators and reviewers. Using Diffusion of Innovations (DoI) as an analytical framework, we examine how these challenges relate to one another, and build an understanding of the factors that affect the sharing and success of artifacts. Finally, we make recommendations to improve the quality of artifacts based on our results and existing best practices",replication · artifacts · reproducibility · implementation science · replicability · diffusion
